region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,longmon,longten,internet,ebill,loglong,logequi,logcard,logwire,lninc,custcat,churn
1,71,46,0,27,119,5,7,0,1,1,42.85,3080.85,1,1,3.757705645,4.249209273,2.708050201,4.718052343,4.779123493,4,0
3,11,48,1,5,323,4,25,0,0,4,5.25,48.5,1,0,1.658228077,,3.079613758,3.248434627,5.777652323,3,1
1,24,30,1,7,45,1,11,0,1,2,6,134.7,0,0,1.791759469,,,,3.80666249,1,0
1,65,59,1,27,197,4,26,0,0,2,45.4,2973.55,0,1,3.815512105,3.248434627,3.844814256,,5.283203729,2,0
1,16,34,1,13,56,3,10,0,1,3,9.35,157,0,0,2.235376343,,,,4.025351691,1,1
3,37,51,1,26,24,4,4,0,0,2,8.2,288.4,0,1,2.104134154,,2.621038824,,3.17805383,2,0
1,5,30,0,4,25,3,6,0,0,1,2.4,25.45,0,0,0.875468737,3.314186005,,,3.218875825,3,1
1,3,55,1,9,26,5,0,0,1,2,6.4,22.4,1,1,1.85629799,3.440418095,,,3.258096538,2,1
1,5,32,0,6,33,4,3,0,0,2,3.2,24.55,1,1,1.16315081,3.072693315,,,3.496507561,1,1
1,60,44,1,4,150,2,24,0,0,2,20,1207.3,0,1,2.995732274,,2.708050201,3.605497845,5.010635294,4,0
2,19,37,1,4,99,2,15,0,1,3,8,142.05,1,1,2.079441542,,,,4.59511985,2,1
3,54,40,0,19,50,4,12,0,1,2,22.8,1266.1,1,1,3.126760536,,1.609437912,3.498021566,3.912023005,4,0
2,25,41,0,3,81,3,20,0,1,4,7.4,193.65,0,0,2.00148,,2.397895273,,4.394449155,3,0
2,1,36,0,6,21,1,1,0,0,2,1.35,1.35,0,1,0.300104592,3.117949906,,,3.044522438,2,1
3,54,68,0,7,273,3,27,0,1,1,18.35,1003.2,1,1,2.909629575,,1.791759469,,5.609471795,1,0
1,14,31,1,9,39,3,4,0,1,7,4.4,60.65,0,0,1.481604541,,,,3.663561646,1,0
3,14,28,1,7,17,2,3,0,0,4,5.8,86.75,0,1,1.757857918,3.037353948,,,2.833213344,1,1
2,10,45,1,8,115,3,17,0,1,4,5.7,52.95,1,1,1.740466175,3.333988632,,,4.744932128,2,1
1,7,23,0,3,27,2,1,0,1,3,3.65,21,0,0,1.294727168,,1.945910149,,3.295836866,1,0
2,33,45,0,24,35,1,6,0,0,1,5.65,205.75,0,0,1.731655545,,3.238678452,,3.555348061,3,1
1,3,23,0,2,20,2,4,0,0,1,4.65,11.2,1,1,1.53686722,3.401197382,,,2.995732274,1,0
2,56,58,1,3,92,1,25,0,0,3,8.25,476.7,0,0,2.1102132,,2.983153491,,4.521788577,1,0
2,54,56,0,8,207,2,35,0,1,1,9,464.65,0,0,2.197224577,,2.197224577,,5.332718793,3,0
1,72,55,1,28,40,1,11,0,0,5,34.25,2472.65,0,0,3.533686565,,3.576550269,,3.688879454,2,0
1,18,29,0,4,40,2,1,0,0,1,9.5,196.2,1,0,2.251291799,3.308716529,,,3.688879454,3,0
3,25,29,0,9,55,4,1,0,0,1,5.25,147.95,0,1,1.658228077,,,,4.007333185,1,1
1,42,62,0,26,26,1,35,1,1,1,8.75,337.75,0,1,2.1690537,,3.295836866,,3.258096538,1,0
3,4,37,0,2,41,2,8,0,0,1,2.8,5.3,1,0,1.029619417,3.39785848,2.803360381,,3.713572067,1,0
2,12,50,1,16,203,4,25,0,0,2,4.95,71.5,0,1,1.599387577,,2.420368129,3.342861805,5.313205979,1,1
2,53,64,1,17,380,2,36,0,1,2,12.85,687.9,0,0,2.553343811,,2.708050201,,5.940171253,3,0
2,13,38,1,8,104,4,6,0,0,7,10.25,160.4,1,1,2.327277706,,3.248434627,4.074991834,4.644390899,4,1
3,18,31,1,12,24,3,4,0,0,4,12.15,202.2,0,1,2.49732917,,,,3.17805383,2,0
3,67,42,1,20,81,3,20,0,1,5,24.4,1701,0,0,3.194583132,,2.251291799,3.602776755,4.394449155,4,0
2,6,24,0,2,17,1,1,0,0,1,3.25,29.25,0,0,1.178654996,,2.724579503,,2.833213344,3,0
1,25,46,0,13,45,1,12,0,1,1,5.4,155,0,0,1.686398954,,,,3.80666249,3,0
2,15,39,0,19,32,2,2,0,0,1,3.45,44.45,0,1,1.238374231,3.461037382,,,3.465735903,2,1
3,32,35,0,12,57,4,5,0,0,1,8.6,259.3,0,0,2.151762203,3.402862661,,,4.043051268,2,0
2,22,39,0,0,63,4,9,0,0,1,6.2,121.7,1,1,1.824549292,3.06105174,,,4.143134726,2,1
2,8,22,0,3,25,4,0,0,0,1,8,61.55,0,0,2.079441542,,2.90416508,2.96784707,3.218875825,3,0
1,3,31,1,4,22,1,1,0,0,2,3.4,7.6,1,1,1.223775432,3.122364924,,,3.091042453,1,1
2,32,54,0,6,155,2,20,0,0,1,16.35,528.5,0,0,2.794227897,,,,5.043425117,1,0
1,49,54,0,24,30,2,5,0,0,1,15.5,754.8,0,0,2.740840024,,2.656756907,,3.401197382,2,0
2,2,28,0,7,46,3,0,0,1,1,3.45,6.55,0,1,1.238374231,,,2.714694744,3.828641396,4,0
1,39,47,0,1,68,4,10,0,1,2,8.3,308.55,1,1,2.116255515,,,,4.219507705,2,1
1,42,33,0,2,67,2,5,0,0,2,6.7,270.2,0,0,1.902107526,,3.228826156,,4.204692619,2,0
1,28,36,0,3,69,3,2,0,0,1,6.05,153.05,0,1,1.800058272,3.726897521,3.457892725,3.60004824,4.234106505,4,0
2,41,46,1,14,47,2,11,0,0,5,6.3,279.7,0,0,1.840549633,4.021773869,2.995732274,3.93084476,3.850147602,4,0
3,67,50,1,31,83,2,12,0,0,2,29.45,1921.55,0,1,3.38269391,3.120159852,2.944438979,,4.418840608,2,0
1,38,40,0,15,34,2,11,0,1,1,4.25,157.6,1,0,1.446918983,2.985681938,1.945910149,,3.526360525,2,0
2,18,38,0,8,45,2,2,0,1,4,2.7,45.6,1,1,0.993251773,3.590439381,2.708050201,3.152736022,3.80666249,4,1
2,6,42,1,17,29,2,2,0,1,2,4.3,13.4,0,0,1.458615023,,3.36729583,3.46260601,3.36729583,4,0
2,4,36,0,0,21,2,1,0,1,3,3.3,22.1,0,0,1.193922468,,,,3.044522438,1,0
1,13,23,1,3,30,3,0,0,1,4,5.15,53.5,1,0,1.638996715,3.362109993,,,3.401197382,4,0
1,20,35,0,0,78,4,7,0,0,1,5.5,97.15,1,1,1.704748092,3.83081295,,3.562465529,4.356708827,4,1
1,34,49,1,27,61,3,15,0,1,2,12.65,414.9,0,0,2.537657215,,,,4.110873864,3,0
1,46,29,1,4,90,5,3,0,0,4,16.85,736.45,1,0,2.824350657,,3.540959324,3.683866912,4.49980967,4,0
1,48,41,0,21,43,2,7,0,0,1,19.5,887.7,0,0,2.970414466,,2.463853241,,3.761200116,2,0
3,69,61,1,12,301,2,37,0,0,2,26.05,1738.15,0,0,3.260017768,3.734091797,2.788092909,3.649358696,5.707110265,3,0
1,32,34,1,7,32,2,15,0,0,4,9.25,285.75,0,0,2.224623552,,,,3.465735903,1,0
1,29,29,0,9,41,2,9,0,0,2,4.75,112,0,1,1.558144618,3.62300671,,,3.713572067,2,0
3,55,52,0,22,127,1,28,0,1,3,7.05,400.55,0,1,1.953027617,,3.008154794,,4.844187086,2,0
3,72,60,1,36,271,1,43,0,1,2,21.7,1580.4,0,0,3.077312261,,3.956039891,,5.602118821,3,0
3,29,26,0,1,32,3,2,0,1,1,3.4,111.5,0,0,1.223775432,,2.756840365,,3.465735903,1,1
2,50,25,1,1,36,4,2,0,1,5,13.05,682.2,0,1,2.568788134,3.703768067,2.327277706,3.709906821,3.583518938,4,0
3,35,50,1,11,293,3,21,0,0,2,12.25,416.4,0,1,2.505525937,3.173878459,,,5.680172609,1,1
3,11,63,0,9,41,3,3,0,0,1,4.15,46.35,1,1,1.423108334,3.39785848,,,3.713572067,1,1
1,9,29,0,9,39,3,5,0,1,1,4.2,22,0,1,1.435084525,,,,3.663561646,1,0
2,51,48,0,27,58,1,18,0,0,1,19.2,964.85,0,0,2.954910279,,2.224623552,,4.060443011,3,1
1,33,34,1,2,28,1,3,0,1,3,13.4,438.9,1,0,2.595254707,,,,3.33220451,2,0
1,25,20,0,0,15,2,0,0,0,2,10.7,296.75,0,0,2.370243741,,2.931193752,,2.708050201,3,0
3,31,34,0,9,105,4,7,0,1,4,6.45,182.35,0,0,1.864080131,,1.749199855,,4.65396035,3,0
2,67,40,1,10,80,4,8,0,1,2,33.05,2225.15,1,1,3.498021566,3.980615797,2.931193752,3.872242135,4.382026635,4,0
3,55,45,0,8,36,2,9,0,0,3,25.65,1423,0,0,3.244543572,,2.463853241,,3.583518938,3,0
3,19,50,0,7,112,4,3,0,1,1,7.15,160.2,0,1,1.967112357,3.802208139,2.656756907,3.840527004,4.718498871,4,0
1,39,34,1,11,55,4,10,0,1,4,18.45,742.5,1,0,2.91506437,4.04217369,3.569532696,3.868071118,4.007333185,4,0
2,52,35,1,8,40,4,1,0,0,2,10.75,546.65,0,0,2.374905755,3.563882964,2.397895273,3.797733859,3.688879454,3,0
3,55,37,1,15,23,2,0,0,1,5,12.95,716.25,0,0,2.561095788,,3.267665989,,3.135494216,3,0
2,25,62,0,27,28,4,33,1,1,1,8.3,160.4,0,1,2.116255515,3.951243719,2.890371758,3.850147602,3.33220451,4,1
3,33,58,0,12,21,2,23,1,1,1,8.8,264.05,0,0,2.174751721,,3.032546247,,3.044522438,1,0
2,48,35,0,5,63,4,12,0,0,2,13.4,560.55,0,0,2.595254707,,3.314186005,,4.143134726,3,1
2,48,31,1,12,52,4,3,0,0,3,8.15,364.8,1,1,2.098017927,3.93084476,3.457892725,4.017283516,3.951243719,4,0
2,49,57,0,3,189,1,31,0,1,3,11,476.15,0,0,2.397895273,,2.1690537,,5.241747015,1,0
3,54,32,1,0,50,1,15,0,0,3,18.15,958.7,0,0,2.898670561,3.895893623,3.056356895,,3.912023005,3,1
1,45,32,1,9,23,1,15,0,0,4,9.85,469.1,0,0,2.287471455,,,,3.135494216,1,0
3,4,37,1,1,33,2,15,0,1,5,2.45,19.25,1,1,0.896088025,3.086486637,,,3.496507561,1,1
3,49,27,1,3,29,3,6,0,1,3,10.4,476.45,1,1,2.341805806,3.784189634,,,3.36729583,2,1
2,23,35,0,2,96,3,4,0,0,1,6.4,160.3,1,1,1.85629799,3.62700405,3.124565145,3.832979798,4.564348191,4,1
2,31,44,0,23,80,5,15,0,0,1,14.05,465.2,1,1,2.642622396,3.412796518,,,4.382026635,2,1
2,55,44,1,2,68,2,15,0,0,5,6.6,350.85,0,0,1.887069649,,3.384390263,,4.219507705,3,0
1,9,28,0,7,30,1,4,0,1,6,4.2,47.45,0,0,1.435084525,,,,3.401197382,1,0
2,55,57,1,25,34,2,12,0,0,3,14.6,785.4,0,0,2.681021529,,3.384390263,,3.526360525,1,0
1,34,30,0,3,35,2,2,0,1,3,9.05,333,0,1,2.202764758,,2.079441542,,3.555348061,3,0
1,10,23,0,4,36,2,1,0,0,3,8.55,86.05,0,0,2.145931283,,3.091042453,,3.583518938,3,0
2,62,76,0,20,35,3,18,1,1,1,17.25,1045.7,0,1,2.847812143,,2.876385516,,3.555348061,2,0
2,51,36,0,13,62,3,9,0,0,2,5.65,305.75,1,0,1.731655545,,2.983153491,3.698829785,4.127134385,4,0
1,65,48,0,28,94,1,25,0,0,1,10.4,664.65,0,0,2.341805806,,3.113515309,,4.543294782,2,0
3,53,33,0,1,60,1,6,0,0,2,17.65,950.7,0,0,2.870735783,,3.713572067,3.351656936,4.094344562,4,0
1,23,35,0,4,118,2,11,0,0,1,7.9,196.95,1,1,2.066862759,3.406184923,,,4.770684624,1,1
3,1,30,0,3,135,4,3,0,0,3,1.1,1.1,1,1,0.09531018,3.126760536,1.011600912,,4.905274778,1,1
3,66,55,0,20,80,2,24,0,1,1,14,938.35,0,0,2.63905733,,2.691243083,,4.382026635,3,0
3,8,27,1,0,21,3,3,0,1,2,3.65,38.05,1,1,1.294727168,3.595941458,,,3.044522438,2,0
3,18,28,1,3,22,1,2,0,1,5,3.15,55.55,0,0,1.147402453,,2.251291799,,3.091042453,1,0
3,36,32,1,3,63,4,7,0,0,4,6.2,229.5,1,0,1.824549292,3.386083744,2.545531272,,4.143134726,2,0
1,13,40,0,16,142,2,18,0,1,1,8.45,109.85,0,0,2.134166441,,,,4.955827058,1,1
3,4,44,0,15,32,3,0,0,1,1,2.1,6.9,1,0,0.741937345,3.25617161,2.1690537,,3.465735903,3,1
3,20,32,0,10,19,3,5,0,0,1,6.85,106.5,1,1,1.924248652,3.584906864,,,2.944438979,2,0
1,66,39,1,12,60,4,10,0,0,3,20.15,1443.75,1,1,3.003204288,3.835141961,2.847812143,3.594568775,4.094344562,4,0
3,67,47,1,7,97,1,23,0,0,4,22.4,1464.9,0,0,3.109060959,,2.917770732,,4.574710979,3,0
1,11,24,1,0,31,2,3,0,1,4,5.4,83.15,1,1,1.686398954,3.668676747,2.621038824,3.513036863,3.433987204,4,1
1,6,26,0,7,30,3,1,0,1,2,6.35,30.8,1,0,1.848454813,2.983153491,,,3.401197382,1,1
2,13,23,1,4,31,1,5,0,1,4,4.6,54.85,1,1,1.526056303,3.568123253,,3.321432413,3.433987204,1,0
2,2,29,1,3,44,2,9,0,1,6,2.1,5.1,1,1,0.741937345,3.765840495,2.505525937,3.514526067,3.784189634,4,1
1,4,40,0,12,38,2,5,0,0,1,8.15,32.25,0,0,2.098017927,,2.48490665,,3.63758616,1,0
1,34,63,1,10,23,2,0,0,1,2,14.3,459.05,1,1,2.660259537,3.678829118,2.724579503,3.365570204,3.135494216,4,0
1,13,34,1,6,37,3,6,0,0,4,6.85,102.5,0,0,1.924248652,,,,3.610917913,3,0
2,37,40,1,14,26,2,0,0,0,5,18.9,653.15,0,1,2.939161922,,2.48490665,,3.258096538,2,0
1,45,30,1,8,38,2,5,0,0,6,12.75,622.15,0,0,2.545531272,,3.16758253,,3.63758616,3,0
2,71,70,0,30,153,3,34,1,1,1,30.55,2291.1,0,0,3.419364686,,3.267665989,3.843744165,5.030437921,3,0
1,35,40,0,5,49,1,20,0,1,1,3.4,107.85,0,0,1.223775432,,,,3.891820298,1,0
3,44,41,0,21,51,3,7,0,0,1,4.95,203.65,1,1,1.599387577,3.451573589,2.374905755,,3.931825633,1,0
3,44,45,1,19,88,1,21,0,0,2,11.9,524.25,0,0,2.4765384,,2.1102132,,4.477336814,3,0
1,26,41,1,20,19,1,0,0,1,6,5.45,165.4,0,0,1.695615609,,,,2.944438979,1,0
2,42,46,1,9,31,1,12,0,1,3,5.9,277.65,0,0,1.774952351,,3.135494216,,3.433987204,1,0
2,41,47,1,6,90,2,19,0,0,3,6.7,251.35,1,0,1.902107526,3.005682604,3.442019376,,4.49980967,1,1
1,31,24,1,3,14,1,0,0,0,4,7.2,231.75,0,0,1.974081026,,,,2.63905733,1,0
3,62,63,0,43,341,2,30,0,0,1,14.6,912.4,1,0,2.681021529,,2.656756907,,5.831882477,3,1
1,12,23,1,2,24,4,0,0,1,8,3.2,35.5,1,0,1.16315081,,2.756840365,3.56671182,3.17805383,4,0
2,45,49,1,27,81,2,7,0,1,4,13.85,583.1,0,0,2.628285233,,3.044522438,,4.394449155,3,0
1,47,34,1,4,63,2,13,0,1,4,18.95,880.75,0,0,2.941803932,,3.417726684,,4.143134726,1,0
2,23,22,1,1,27,1,4,0,0,5,7.9,210.85,0,0,2.066862759,,2.756840365,,3.295836866,3,0
3,39,34,0,4,20,5,3,0,1,1,9.55,375.4,1,1,2.256541154,4.080921542,2.302585093,4.371976299,2.995732274,4,0
2,19,26,0,2,48,3,0,0,0,2,7.55,156.15,0,0,2.021547563,,1.871802177,,3.871201011,3,0
1,13,54,0,12,121,4,23,0,0,1,7.3,102.4,0,0,1.987874348,,,,4.795790546,3,0
2,5,33,0,6,39,3,4,0,0,3,2.1,5.2,0,1,0.741937345,3.312366168,,,3.663561646,4,1
2,11,19,0,0,21,2,0,0,0,1,3.6,35.4,0,1,1.280933845,,,,3.044522438,1,1
3,4,32,0,2,53,4,5,0,0,1,7,29.2,0,1,1.945910149,3.267665989,,,3.970291914,1,1
3,17,42,0,8,58,1,23,0,0,1,5.05,85.05,1,0,1.619388243,3.355153443,,,4.060443011,2,1
2,7,27,0,3,39,3,2,0,0,1,3.55,19.7,0,0,1.266947603,,,,3.663561646,1,1
1,19,65,0,3,108,1,33,0,0,3,5.95,117.55,0,0,1.78339122,,2.420368129,,4.682131227,3,0
2,32,34,1,0,38,1,10,0,0,4,7.35,217.45,0,1,1.994700313,,2.957511061,,3.63758616,2,0
2,53,51,0,31,245,4,0,0,0,1,18.45,961.75,0,0,2.91506437,,2.397895273,,5.501258211,2,0
1,51,38,0,19,51,1,18,0,1,1,11.7,577.1,0,0,2.459588842,,3.146305132,,3.931825633,3,0
1,35,34,0,7,78,4,10,0,1,1,13.9,556.2,0,0,2.63188884,,1.504077397,,4.356708827,1,0
1,3,31,1,4,23,4,4,0,0,5,2.8,8.2,0,1,1.029619417,3.583518938,3.630985476,3.077312261,3.135494216,4,1
1,22,48,0,7,88,4,12,0,0,1,4.5,92.65,1,0,1.504077397,3.461037382,,,4.477336814,1,1
3,17,21,1,0,25,2,1,0,1,3,6.1,89.6,0,1,1.808288771,,,,3.218875825,3,0
2,68,39,0,20,73,2,16,0,1,1,44.95,3002.2,0,0,3.805550761,,2.995732274,,4.290459441,2,0
2,27,41,1,7,62,4,15,0,1,2,13.7,371.35,0,0,2.617395833,,1.909542505,,4.127134385,3,0
3,68,52,1,8,456,3,30,0,1,4,22.25,1549.95,0,0,3.102342009,,3.286534473,3.392829132,6.12249281,3,0
3,56,42,1,10,24,2,5,0,0,2,33.65,1871.2,0,0,3.516013056,,,,3.17805383,3,0
3,11,32,0,8,23,2,0,0,1,1,6.2,82.6,1,1,1.824549292,3.346389145,1.981001469,,3.135494216,1,0
3,5,47,0,7,46,1,6,0,1,1,2.95,21.55,0,0,1.08180517,,1.981001469,,3.828641396,1,1
3,16,50,0,5,263,2,29,0,1,3,3.75,59.75,0,1,1.32175584,3.464172181,,3.086486637,5.572154032,3,0
2,59,30,0,2,34,4,2,0,1,1,16.7,1020.35,0,0,2.815408719,3.473518043,2.463853241,,3.526360525,2,0
1,60,64,0,14,33,2,13,1,0,1,30.75,1829.4,0,1,3.425889994,,2.505525937,3.858622229,3.496507561,4,0
3,55,47,0,11,37,1,11,0,0,1,14.75,786.2,0,0,2.691243083,,2.374905755,,3.610917913,3,0
1,18,56,0,22,296,2,25,0,0,1,3.4,49.7,0,0,1.223775432,,2.1102132,,5.690359454,1,0
2,16,22,0,0,26,3,0,0,1,3,4.1,64.95,0,1,1.410986974,3.379292546,,,3.258096538,2,1
1,35,57,1,32,47,4,12,0,0,2,7.25,263.55,1,0,1.981001469,3.517497837,2.931193752,,3.850147602,2,0
3,31,23,1,1,31,3,1,0,1,2,16.6,520.4,1,1,2.809402695,4.072439727,2.803360381,3.938664936,3.433987204,4,1
2,20,49,1,5,264,2,29,0,1,2,9.6,159.2,0,0,2.261763098,,,,5.575949103,1,0
2,16,27,0,5,41,4,2,0,1,1,6.9,100.9,1,1,1.931521412,3.755369195,2.847812143,3.432372999,3.713572067,4,1
2,69,48,1,27,55,2,4,0,0,2,19.6,1411.7,0,0,2.975529566,3.533686565,4.127134385,,4.007333185,3,0
3,69,66,1,31,49,2,15,0,0,2,23.1,1566.8,0,0,3.139832618,,3.238678452,,3.891820298,1,0
2,27,24,1,3,26,1,7,0,1,4,6.05,137.7,0,0,1.800058272,,,,3.258096538,1,1
3,48,39,0,20,110,4,9,0,0,1,18.05,812.65,0,0,2.893145685,,2.1690537,3.414442608,4.700480366,3,0
1,18,52,1,20,66,1,19,0,1,2,12.8,204.95,1,0,2.549445171,,2.351375257,,4.189654742,1,0
2,24,40,1,4,39,3,5,0,1,2,4.05,117.05,0,0,1.398716881,,3.314186005,3.113515309,3.663561646,3,0
2,17,42,0,6,31,2,2,0,0,1,8.25,140.85,0,1,2.1102132,,,3.27336401,3.433987204,4,1
2,9,24,1,3,26,4,1,0,1,3,7.65,75.25,0,0,2.034705648,3.146305132,,,3.258096538,1,0
2,15,46,0,5,232,4,15,0,1,2,4.3,41.35,1,1,1.458615023,3.80999028,3.124565145,3.443618098,5.446737372,4,1
1,62,37,1,10,43,4,1,0,1,3,9.2,539.65,0,0,2.219203484,3.616308761,2.931193752,,3.761200116,2,0
1,9,41,0,12,39,4,3,0,0,1,4.7,26.3,1,1,1.547562509,3.680090948,,3.034952987,3.663561646,1,1
2,71,41,1,10,73,2,23,0,1,2,32.65,2412.6,0,0,3.485844856,,3.731699451,,4.290459441,3,0
2,62,59,1,37,74,1,20,0,0,2,16.1,972,0,0,2.778819272,,2.397895273,,4.304065093,3,0
2,20,38,0,19,237,4,13,0,0,1,6,164.2,1,0,1.791759469,3.538056564,2.277267285,3.292126287,5.468060141,4,0
1,19,33,1,11,22,1,3,0,0,5,3.95,79.6,0,0,1.373715579,,3.590439381,,3.091042453,3,0
2,49,61,1,28,21,1,8,0,0,2,15.85,757.4,0,0,2.7631695,,2.1690537,,3.044522438,3,0
3,3,64,0,3,9,2,6,1,0,1,4.95,14.8,0,0,1.599387577,,,,2.197224577,1,1
1,33,36,0,2,41,5,10,0,0,1,4.15,93.25,1,1,1.423108334,3.666122467,,3.297687005,3.713572067,1,1
2,38,44,0,1,50,4,7,0,1,1,7.15,277.5,1,1,1.967112357,3.202746443,2.302585093,,3.912023005,2,1
3,42,48,1,14,27,3,5,0,1,3,16.5,692.2,0,1,2.803360381,3.992680908,3.124565145,3.346389145,3.295836866,4,0
1,11,26,0,2,53,3,3,0,0,1,4.15,34.7,1,1,1.423108334,3.777348102,2.463853241,3.658420247,3.970291914,4,1
3,27,28,1,0,58,3,0,0,0,2,5.8,163.65,0,0,1.757857918,,,,4.060443011,3,0
3,23,50,0,1,151,4,8,0,1,1,8.25,186.5,0,0,2.1102132,,,,5.017279837,1,0
2,4,38,1,13,54,2,4,0,0,2,4.75,21.75,0,0,1.558144618,,3.881563798,3.196630216,3.988984047,3,0
3,36,42,0,5,31,1,4,0,1,1,10.05,373.75,0,0,2.307572635,,,,3.433987204,1,1
2,37,42,0,10,115,1,22,0,1,1,15.1,494.45,0,0,2.714694744,,2.917770732,,4.744932128,3,0
3,24,58,1,30,24,1,5,0,0,2,7.65,177.4,0,0,2.034705648,,,,3.17805383,1,0
3,4,24,0,1,17,2,2,0,0,3,3.2,9.9,0,0,1.16315081,,,,2.833213344,1,1
3,54,33,0,5,47,2,13,0,1,2,13.9,732.2,0,0,2.63188884,,3.008154794,,3.850147602,3,0
3,7,49,0,8,36,1,0,0,1,1,8.85,77,0,0,2.180417459,,3.974997805,,3.583518938,3,1
1,10,28,0,9,75,4,1,0,0,1,6.2,45.95,1,1,1.824549292,3.747148362,3.688879454,3.591817741,4.317488114,4,1
3,24,35,1,10,41,5,6,0,1,2,3.3,88.65,1,1,1.193922468,3.411147713,,,3.713572067,2,0
3,12,31,0,8,18,4,4,0,0,1,3.7,48.55,1,1,1.30833282,3.19047635,,,2.890371758,1,1
2,45,54,0,25,171,3,33,0,1,1,9.05,385.2,0,0,2.202764758,,2.1690537,,5.141663557,3,0
3,59,55,1,29,42,3,21,0,1,2,8.95,492.35,0,0,2.191653532,,2.724579503,,3.737669618,2,0
1,3,21,1,1,36,3,0,0,1,4,3.2,13.55,0,0,1.16315081,,,,3.583518938,1,0
3,8,35,0,6,31,5,7,0,0,1,4.4,34.65,1,1,1.481604541,3.573749147,,3.738859386,3.433987204,4,1
1,16,59,0,5,207,2,37,0,1,2,7.45,112.8,0,1,2.008214032,,2.463853241,,5.332718793,4,0
3,32,33,0,1,38,1,12,0,1,1,7.3,231.45,0,0,1.987874348,,3.518980417,,3.63758616,1,0
1,8,49,0,14,134,4,9,0,1,1,3,36.2,1,1,1.098612289,4.082609306,3.157000421,4.099332104,4.8978398,4,1
1,9,28,1,8,28,3,4,0,0,3,4.5,36.45,1,1,1.504077397,3.349904087,,,3.33220451,2,1
2,12,19,1,0,15,2,0,0,1,4,5.85,102.45,0,0,1.766441661,3.097837496,,,2.708050201,2,0
2,24,43,1,15,48,4,4,0,0,6,14.4,339.55,1,1,2.667228207,3.616308761,4.056123349,3.609565647,3.871201011,4,0
3,72,75,0,48,14,2,6,1,1,1,37.3,2686.25,0,0,3.618993327,,4.693638834,,2.63905733,2,0
3,58,61,0,42,101,4,18,0,1,1,16.35,956.85,1,0,2.794227897,,2.833213344,,4.615120517,2,0
1,70,44,1,24,87,2,18,0,0,3,18.9,1399.3,0,0,2.939161922,,3.218875825,,4.465908119,3,0
3,9,25,0,3,27,1,4,0,1,1,12.2,121.75,0,0,2.501435952,,,,3.295836866,1,1
1,49,25,0,1,27,5,0,0,1,1,9.9,496.95,1,1,2.292534757,3.764682418,1.704748092,3.292126287,3.295836866,2,0
3,52,54,0,7,59,3,22,0,0,1,15.25,800.25,0,0,2.724579503,,3.079613758,3.671224519,4.077537444,3,0
1,10,42,1,10,294,4,9,0,1,6,4.85,32.75,1,1,1.578978705,3.792112709,3.157000421,3.606855619,5.683579767,4,1
1,14,52,1,2,44,3,5,0,0,2,4.85,68.95,0,0,1.578978705,,2.656756907,2.701361213,3.784189634,3,0
1,19,27,1,3,35,2,4,0,0,6,5.4,116.2,0,0,1.686398954,,3.135494216,,3.555348061,4,0
3,12,36,1,4,205,4,10,0,1,4,5.95,53.75,1,1,1.78339122,3.645449896,,3.465735903,5.323009979,2,1
1,65,59,0,27,732,3,31,0,1,1,10.15,600.5,0,1,2.317473705,,2.583997552,,6.595780514,2,0
1,67,40,1,14,59,3,11,0,0,2,27,1722.5,0,0,3.295836866,,2.983153491,,4.077537444,3,0
2,29,24,1,3,23,1,7,0,0,2,10.2,319.65,0,0,2.32238772,,2.862200881,,3.135494216,3,0
3,55,46,0,8,87,2,19,0,1,1,17.9,982.9,1,1,2.884800713,3.33220451,2.724579503,,4.465908119,1,0
3,71,67,1,25,110,1,23,0,1,2,33.85,2255.65,0,0,3.521938999,,2.90416508,,4.700480366,3,0
3,5,44,1,2,83,3,14,0,1,3,4,32,1,0,1.386294361,,3.008154794,3.08876714,4.418840608,3,1
3,60,58,0,0,63,4,21,0,1,3,16.35,1012.55,0,1,2.794227897,3.171784217,2.583997552,,4.143134726,2,0
2,10,40,0,6,22,3,6,0,1,1,5.05,59.95,1,0,1.619388243,,,,3.091042453,1,1
3,52,64,0,44,43,3,7,0,0,1,12.85,647.95,1,0,2.553343811,3.886705197,3.17805383,3.614963771,3.761200116,4,0
2,61,43,1,22,35,2,11,0,0,3,21.05,1264,1,1,3.04690056,,2.847812143,,3.555348061,2,0
1,61,29,1,5,48,2,11,0,0,4,17.55,1035.95,0,0,2.86505395,,3.610917913,,3.871201011,2,0
2,67,47,1,19,69,3,12,0,0,3,49.35,3235.55,0,0,3.898937766,,2.327277706,,4.234106505,3,0
3,41,42,1,12,26,4,5,0,0,4,10.95,482.4,1,0,2.393339456,,,,3.258096538,2,0
1,30,28,0,1,20,1,8,0,1,1,12.4,369.45,0,0,2.517696473,,,,2.995732274,1,1
1,24,46,0,12,43,2,6,0,0,1,12.05,307.75,0,1,2.48906466,,3.496507561,3.337547355,3.761200116,4,0
1,72,75,0,37,33,1,44,1,1,1,49.3,3417.4,0,0,3.897924081,,3.258096538,,3.496507561,2,0
2,17,35,0,7,66,2,11,0,0,1,5.15,79.05,1,1,1.638996715,3.372454913,2.420368129,3.333988632,4.189654742,4,1
2,65,72,0,46,12,2,0,1,0,1,29.6,1872.8,0,0,3.387774361,,2.890371758,,2.48490665,3,0
1,15,30,1,8,90,2,11,0,0,5,7.35,125.8,1,1,1.994700313,,2.277267285,3.135494216,4.49980967,4,0
