Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
1987,96,Nights in White Satin,Drama,GilmanKenneth,HarrisPriscilla,BarnardMichael,5,No,NicholasCage.png
1989,87,Videodrome,Horror,WoodsJames,HarryDeborah,CronenbergDavid,36,No,NicholasCage.png
1991,96,Intimate Stranger,Mystery,RussoJames,HarryDeborah,HolzmanAllan,23,No,NicholasCage.png
1986,110,Highlander,Science Fiction,LambertChristopher,HartRoxanne,MulcahyRussell,8,No,NicholasCage.png
1987,93,Bodycount,Action,WhiteBernie,HassettMarilyn,,51,No,NicholasCage.png
1989,104,Tango & Cash,Action,StalloneSylvester,HatcherTeri,KonchalovskyAndrei,9,No,NicholasCage.png
1970,94,There's a Girl in My Soup,Comedy,SellersPeter,HawnGoldie,BoultingRoy,41,No,NicholasCage.png
1984,100,Swing Shift,Drama,RussellKurt,HawnGoldie,DemmeJonathan,81,No,NicholasCage.png
1978,112,Foul Play,Comedy,ChaseChevy,HawnGoldie,HigginsColin,46,No,NicholasCage.png
1982,109,Best Friends,Comedy,ReynoldsBurt,HawnGoldie,JewisonNorman,74,No,NicholasCage.png
1972,109,Butterflies Are Free,Drama,AlbertEdward,HawnGoldie,KatselasMilton,82,Yes,NicholasCage.png
1987,112,Overboard,Comedy,RussellKurt,HawnGoldie,MarshallGarry,6,No,NicholasCage.png
1974,103,Girl from PetrovkaThe,Drama,HolbrookHal,HawnGoldie,MillerRobert Ellis,23,No,NicholasCage.png
1992,102,Housesitter,Comedy,MartinSteve,HawnGoldie,OzFrank,14,No,NicholasCage.png
1986,106,Wildcats,Comedy,KeachJames,HawnGoldie,RitchieMichael,22,No,NicholasCage.png
1984,100,Protocol,Comedy,SarandonChris,HawnGoldie,RossHerbert,53,No,NicholasCage.png
1980,102,Seems Like Old Times,Comedy,ChaseChevy,HawnGoldie,SandrichJay,49,No,NicholasCage.png
1974,109,Sugarland ExpressThe,Drama,JohnsonBen,HawnGoldie,SpielbergSteven,28,No,NicholasCage.png
1980,110,Private Benjamin,Comedy,AssanteArmand,HawnGoldie,ZieffHoward,61,No,NicholasCage.png
1991,115,Deceived,Mystery,HeardJohn,HawnGoldie,,55,No,NicholasCage.png
1931,95,Arrowsmith,Drama,ColmanRonald,HayesHelen,FordJohn,84,No,johnFord.png
1972,78,Say Goodbye Maggie Cole,Drama,McGavinDarren,HaywardSusan,TaylorJud,84,No,NicholasCage.png
1964,132,Circus World,Drama,WayneJohn,HayworthRita,HathawayHenry,29,No,johnWayne.png
1952,98,Affair in Trinidad,Drama,FordGlenn,HayworthRita,ShermanVincent,49,No,glennFord.png
1948,87,Lady from Shanghai,Mystery,WellesOrson,HayworthRita,WellesOrson,16,No,NicholasCage.png
1940,81,Lady in Question,Drama,AherneBrian,HayworthRita,VidorCharles,57,No,NicholasCage.png
1946,110,Gilda,Drama,FordGlenn,HayworthRita,VidorCharles,57,No,glennFord.png
1948,98,Loves of CarmenThe,Drama,FordGlenn,HayworthRita,VidorCharles,48,No,glennFord.png
1990,105,Dick Tracy,Comedy,BeattyWarren,HeadleyGlenne,BeattyWarren,84,No,NicholasCage.png
1964,130,Marnie,Drama,ConnerySean,HedrenTippi,HitchcockAlfred,2,No,seanConnery.png
1987,85,Hot Child in the City,Mystery,PrysirrGeof,HendrixLeah Ayres,FloreaJohn,0,No,NicholasCage.png
1984,90,Johnny Dangerously,Comedy,PiscopoJoe,HennerMarilu,HeckerlingAmy,3,No,NicholasCage.png
1985,95,Stark,Mystery,SurovyNicolas,HennerMarilu,HolcombRod,27,No,NicholasCage.png
1949,84,Three Strange Loves,Drama,MalmstenBirger,HenningEva,BergmanIngmar,87,No,Bergman.png
1964,170,My Fair Lady,Music,HarrisonRex,HepburnAudrey,CukorGeorge,10,Yes,NicholasCage.png
1960,123,UnforgivenThe,Drama,LancasterBurt,HepburnAudrey,HustonJohn,32,No,burtLancaster.png
1976,106,Robin & Marian,Action,ConnerySean,HepburnAudrey,LesterRichard,6,No,seanConnery.png
1961,109,Children's HourThe,Drama,GarnerJames,HepburnAudrey,WylerWilliam,60,No,NicholasCage.png
1956,121,RainmakerThe,Drama,LancasterBurt,HepburnKatharine,AnthonyJoseph,21,No,katharineHepburn.png
1952,95,Pat & Mike,Comedy,TracySpencer,HepburnKatharine,CukorGeorge,48,No,spencerTracy.png
1968,134,Lion in WinterTHe,Drama,O'ToolePeter,HepburnKatharine,HarveyAnthony,78,Yes,katharineHepburn.png
1991,132,Sea of GrassThe,Western,TracySpencer,HepburnKatharine,KazanElia,75,No,spencerTracy.png
1967,108,Guess Who's Coming to Dinner,Drama,TracySpencer,HepburnKatharine,KramerStanley,50,Yes,spencerTracy.png
1957,153,Desk Set,Comedy,TracySpencer,HepburnKatharine,LangWalter,51,No,spencerTracy.png
1975,107,Rooster Cogburn,Western,WayneJohn,HepburnKatharine,MillerStuart,76,No,johnWayne.png
1981,109,On Golden Pond,Drama,FondaHenry,HepburnKatharine,RydellMark,23,Yes,katharineHepburn.png
1991,101,Adam's Rib,Comedy,TracySpencer,HepburnKatharine,,62,No,spencerTracy.png
1991,116,Boom Town,Drama,TracySpencer,HepburnKatharine,,73,No,katharineHepburn.png
1991,145,Dragon Seed,Drama,TracySpencer,HepburnKatharine,,34,No,katharineHepburn.png
1991,115,Little Women,Drama,TracySpencer,HepburnKatharine,,22,No,katharineHepburn.png
1991,113,Philadelphia StoryThe,Comedy,TracySpencer,HepburnKatharine,,25,No,katharineHepburn.png
1991,112,Without Love,Comedy,TracySpencer,HepburnKatharine,,66,No,katharineHepburn.png
1991,113,Woman of the Year,Comedy,TracySpencer,HepburnKatharine,,12,No,spencerTracy.png
1992,95,Juice,Drama,ShakurTupac,HerronCindy,DickersonErnest R.,31,No,NicholasCage.png
1986,114,Hoosiers,Drama,HackmanGene,HersheyBarbara,AnspaughDavid,2,No,NicholasCage.png
1987,112,Tin Men,Comedy,DreyfussRichard,HersheyBarbara,LevinsonBarry,50,No,NicholasCage.png
1988,163,Last Temptation of ChristThe,Drama,DafoeWillem,HersheyBarbara,ScorseseMartin,32,No,NicholasCage.png
1991,99,Paris Trout,Drama,HopperDennis,HersheyBarbara,,53,No,NicholasCage.png
1988,87,Souvenir,Drama,PlummerChristopher,HicksCatherine,ReeveGeoffrey,42,No,NicholasCage.png
1966,120,A Man for All Seasons,Drama,ShawRobert,HillerWendy,ZinnemannFred,20,Yes,NicholasCage.png
1986,90,Knights & Emeralds,Drama,LeadbitterBill,HillsBeverly,EmesIan,,No,NicholasCage.png
1989,83,Masque of the Red Death,Horror,MacNeePatrick,HoakClare,BrandLarry,9,No,NicholasCage.png
1943,265,Adventures of Smilin' JackThe,Mystery,BrownTom,HobartRose,TaylorRay,77,No,NicholasCage.png
1992,88,Adventures in Dinosaur City,Action,KatzOmri,HoffmanShawn,ThompsonBrett,19,No,NicholasCage.png
1987,95,AllnighterThe,Comedy,TerleskyJohn,HoffsSusanna,HoffsTamar Simon,71,No,NicholasCage.png
1980,99,Caddyshack,Comedy,ChaseChevy,HolcombSarah,RamisHarold,70,No,NicholasCage.png
1973,102,Tom Sawyer,Music,WhitakerJohnny,HolmCeleste,TaylorDon,11,No,NicholasCage.png
1987,94,RitaSue & Bob Too,Comedy,FinneranSiohban,HolmesMichelle,ClarkeAlan,5,No,NicholasCage.png
1947,56,Hawk of Powder River,Western,DeanEddie,HoltJennifer,TaylorRay,61,No,NicholasCage.png
1928,148,Tempest,Drama,BarrymoreJohn,HornCamilla,TaylorSam,33,No,NicholasCage.png
1986,90,Running Mates,Drama,WebbGreg,HowardBarbara,NeffThomas L.,63,No,NicholasCage.png
1987,105,Prettykill,Drama,BirneyDavid,HubleySeason,KaczenderGeorge,71,No,NicholasCage.png
1934,80,Judge Priest,Drama,RogersWill,HudsonRochelle,FordJohn,9,No,johnFord.png
1950,104,Harvey,Comedy,StewartJames,HullJosephine,KosterHenry,42,No,NicholasCage.png
1991,89,If Looks Could Kill,Action,GriecoRichard,HuntLinda,WilmingtonMichael,10,No,NicholasCage.png
1987,94,Raising Arizona,Comedy,CageNicolas,HunterHolly,CoenJoel,23,No,NicholasCage.png
1989,114,Once Around,Comedy,DreyfussRichard,HunterHolly,HallströmLasse,68,No,NicholasCage.png
1980,110,Loulou,Drama,DepardieuGérard,HuppertIsabelle,PialatMaurice,65,No,NicholasCage.png
1982,136,World According to GarpThe,Drama,WilliamsRobin,HurtMary Beth,HillGeorge Roy,59,No,NicholasCage.png
1980,106,Virus,Science Fiction,KennedyGeorge,HusseyOlivia,FukasakuKinji,62,No,NicholasCage.png
1940,127,Northwest Passage,Action,TracySpencer,HusseyRuth,VidorKing,51,No,spencerTracy.png
1987,112,Gardens of Stone,Drama,CaanJames,HustonAnjelica,CoppolaFrancis Ford,27,No,NicholasCage.png
1989,121,Enemiesa Love Story,Drama,SilverRon,HustonAnjelica,MazurskyPaul,5,No,NicholasCage.png
1992,102,Addams FamilyThe,Comedy,JuliaRaul,HustonAnjelica,SonnenfeldB.,8,No,NicholasCage.png
1932,65,Freaks,Horror,FordWallace,HyamsLeila,BrowningTod,61,No,NicholasCage.png
1991,108,Necessary Roughness,Comedy,BakulaScott,IrelandKathy,DragotiStan,60,No,NicholasCage.png
1990,93,A Show of Force,Drama,GarciaAndy,IrvingAmy,BarretoBruno,1,No,NicholasCage.png
1980,129,CompetitionThe,Drama,DreyfussRichard,IrvingAmy,OlianskyJoel,45,No,NicholasCage.png
1988,97,Crossing Delancey,Comedy,RiegertPeter,IrvingAmy,SilverJoan Micklin,6,No,NicholasCage.png
1982,120,State of ThingsThe,Drama,KimeJeffrey,Isabelle Weingarten.,WendersWim,73,No,NicholasCage.png
1987,89,Business As Usual,Comedy,ThawJohn,JacksonGlenda,BarrettLezli-An,17,No,NicholasCage.png
1973,103,A Touch of Class,Comedy,SegalGeorge,JacksonGlenda,FrankMelvin,79,Yes,NicholasCage.png
1970,129,Women in Love.,Drama,BatesAlan,JacksonGlenda,RussellKen,18,No,NicholasCage.png
1988,89,Salome's Last Dance,Comedy,JohnsStratford,JacksonGlenda,RussellKen,76,No,NicholasCage.png
1986,100,Casino,Mystery,ConnorsMike,JacksonSherry,ChaffeyDon,5,No,NicholasCage.png
1955,108,Smiles of a Summer Night,Comedy,BjörnstrandGunnar,JacobssonUlla,BergmanIngmar,58,No,Bergman.png
1989,90,New Year's Day,Comedy,JaglomHenry,JakobsenMaggie,JaglomHenry,88,No,NicholasCage.png
1981,132,Mephisto,Drama,BrandauerKlaus Maria,JandaKrystyna,SzabóIstván,80,Yes,NicholasCage.png
1927,60,Easy Virtue,Mystery,DyallFranklin,JeansIsabel,HitchcockAlfred,45,No,alfredHitchcock.png
1937,59,Swing It Sailor!,Comedy,FordWallace,JewellIsabel,,6,No,NicholasCage.png
1991,83,Strictly Business,Comedy,DavidsonTommy,JohnsonAnne-Marie,HooksKevin,3,No,NicholasCage.png
1983,90,Blame It on Rio,Comedy,CaineMichael,JohnsonMichelle,DonenStanley,10,No,NicholasCage.png
1987,86,Straight to Hell,Action,HopperDennis,JonesGrace,CoxAlex,47,No,NicholasCage.png
1990,131,A View to a Kill,Action,MooreRoger,JonesGrace,,44,No,NicholasCage.png
1986,100,American Anthem,Drama,GaylordMitch,JonesJanet,MagnoliAlbert,74,No,NicholasCage.png
1963,99,Bedtime Story,Comedy,BrandoMarlon,JonesShirley,LevyRalph,7,No,brando.png
1991,117,Courtship of Eddie's FatherThe,Comedy,HowardRon,JonesShirley,,43,No,NicholasCage.png
1988,102,Night Train to KatmanduTHe,Action,RobertsPernell,JovovichMilla,WiemerRobert,43,No,NicholasCage.png
1948,100,Port of Call,Drama,EklundBengt,JönssonNine-Christine,BergmanIngmar,29,No,Bergman.png
1973,103,Paper Moon,Comedy,O'NealRyan,KahnMadeline,BogdanovichPeter,3,Yes,NicholasCage.png
1983,97,Yellowbeard,Comedy,ChapmanGraham,KahnMadeline,DamskiMel,34,No,NicholasCage.png
1975,91,Adventures of Sherlock Holmes' Smarter,Comedy,WilderGene,KahnMadeline,WilderGene,42,No,NicholasCage.png
1990,108,Flashback,Comedy,HopperDennis,KaneCarol,AmurriFranco,19,No,NicholasCage.png
1977,89,World's Greatest LoverThe,Comedy,WilderGene,KaneCarol,WilderGene,42,No,NicholasCage.png
1955,67,Killer's Kiss,Mystery,SilveraFrank,KaneIrene,KubrickStanley,66,No,NicholasCage.png
1988,103,DeceiversThe,Action,BrosnanPierce,KapoorShashi,MeyerNicholas,14,No,NicholasCage.png
1983,97,Breathless,Action,GereRichard,KapriskyValerie,McBrideJim,51,No,NicholasCage.png
1989,145,Born on the Fourth of July,Drama,CruiseTom,KavaCaroline,StoneOliver,8,Yes,NicholasCage.png
1991,120,Awakenings,Drama,De NiroRobert,KavnerJulie,MarshallPenny,8,No,NicholasCage.png
1977,94,Annie Hall,Comedy,AllenWoody,KeatonDiane,AllenWoody,68,Yes,woody.png
1979,96,Manhattan,Comedy,AllenWoody,KeatonDiane,AllenWoody,82,Yes,woody.png
1981,195,Reds,Drama,BeattyWarren,KeatonDiane,BeattyWarren,76,Yes,NicholasCage.png
1986,105,Crimes of the Heart,Comedy,ShepardSam,KeatonDiane,BeresfordBruce,84,No,NicholasCage.png
1977,136,Looking for Mr. Goodbar,Drama,AthertonWilliam,KeatonDiane,BrooksRichard,54,No,NicholasCage.png
1972,175,GodfatherThe,Drama,BrandoMarlon,KeatonDiane,CoppolaFrancis Ford,8,Yes,brando.png
1974,201,GodfatherPt 2.The,Drama,PacinoAl,KeatonDiane,CoppolaFrancis Ford,8,Yes,NicholasCage.png
1976,109,I WillI Will...For Now,Comedy,GouldElliott,KeatonDiane,PanamaNorman,6,No,NicholasCage.png
1972,86,Play It AgainSam,Comedy,AllenWoody,KeatonDiane,RossHerbert,81,No,woody.png
1975,82,Love & Death,Comedy,AllenWoody,KeatonDiane,,84,No,woody.png
1973,88,Sleeper,Comedy,AllenWoody,KeatonDiane,,59,No,woody.png
1970,130,Fellini Satyricon,Drama,PotterMartin,KellerHiram,FelliniFederico,88,No,NicholasCage.png
1980,117,FormulaThe,Mystery,ScottGeorge C.,KellerMarthe,AvildsenJohn G.,82,No,NicholasCage.png
1977,143,Black Sunday,Drama,ShawRobert,KellerMarthe,FrankenheimerJohn,76,No,NicholasCage.png
1977,124,Bobby Deerfield,Drama,PacinoAl,KellerMarthe,PollackSydney,36,No,NicholasCage.png
1972,98,Last of the Red Hot Lovers,Comedy,ArkinAlan,KellermanSally,SaksGene,40,No,NicholasCage.png
1953,116,Mogambo,Action,GableClark,KellyGrace,FordJohn,71,No,johnFord.png
1955,103,To Catch a Thief,Mystery,GrantCary,KellyGrace,HitchcockAlfred,69,No,alfredHitchcock.png
1954,113,Rear Window,Mystery,StewartJames,KellyGrace,HitchcockAlfred,25,No,alfredHitchcock.png
1945,69,Woman Who Came Back,Drama,KrugerOtto,KellyNancy,ColmesWalter,26,No,NicholasCage.png
1939,101,Stanley & Livingstone,Action,TracySpencer,KellyNancy,KingHenry,11,No,spencerTracy.png
1956,129,Bad SeedThe,Horror,JonesHenry,KellyNancy,LeRoyMervyn,69,No,NicholasCage.png
1989,113,Lethal Weapon 2,Action,GibsonMel,KensitPatsy,DonnerRichard,69,No,NicholasCage.png
1992,79,Blame It on the Bellboy,Comedy,MooreDudley,KensitPatsy,HermanMark,69,No,NicholasCage.png
1927,62,Drop KickThe,Drama,BarthelmessRichard,KentBarbara,WebbMillard,,No,NicholasCage.png
1978,145,SupermanThe Movie,Action,BrandoMarlon,KidderMargot,DonnerRichard,87,No,brando.png
1987,90,Superman IV: The Quest for Peace,Action,ReeveChristopher,KidderMargot,FurieSidney J.,77,No,NicholasCage.png
1970,90,Quackser Fortune Has a Cousin in the Bronx,Comedy,WilderGene,KidderMargot,WarisHussein,49,No,NicholasCage.png
1989,96,Dead Calm,Mystery,NeillSam,KidmanNicole,NoycePhillip,1,No,NicholasCage.png
1990,107,Days of Thunder,Action,CruiseTom,KidmanNicole,ScottTony,3,No,NicholasCage.png
1987,101,My Life As a Dog,Comedy,GlanzeliusAnton,KinnamanMelinda,HallströmLasse,21,No,NicholasCage.png
1983,,Moon in the GutterThe,Action,DepardieuGérard,KinskiNastassia,BeineixJean-Jacques,29,No,NicholasCage.png
1984,150,ParisTexas,Drama,StantonHarry Dean,KinskiNastassia,WendersWim,27,No,NicholasCage.png
1984,96,Unfaithfully Yours,Comedy,MooreDudley,KinskiNastassia,ZieffHoward,73,No,NicholasCage.png
1987,95,Bullseye!,Comedy,CaineMichael,KirklandSally,WinnerMichael,8,No,NicholasCage.png
1989,104,Erik the Viking,Action,RobbinsTim,KittEartha,JonesTerry,25,No,NicholasCage.png
1987,90,Dragonard,Drama,ReedOliver,KittEartha,KikoineGerard,71,No,NicholasCage.png
1986,90,Hard Choices,Drama,McCleeryGary,KlenckMargaret,KingRick,41,No,NicholasCage.png
1969,102,Rain PeopleThe,Drama,CaanJames,KnightShirley,CoppolaFrancis Ford,78,No,NicholasCage.png
1984,106,A Year of the Quiet Sun,Drama,WilsonScott,KomorowskaMaja,ZanussiKrzystoff,78,No,NicholasCage.png
1935,54,Desert TrailThe,Western,WayneJohn,KornmanMary,CollinsLewis D.,50,No,johnWayne.png
1990,98,Almost an Angel,Comedy,HoganPaul,KozlowskiLinda,CornellJohn,14,No,NicholasCage.png
1986,98,Crocodile Dundee,Comedy,HoganPaul,KozlowskiLinda,FaimanPeter,66,No,NicholasCage.png
1977,127,American FriendThe,Mystery,HopperDennis,KreuzerLisa,WendersWim,35,No,NicholasCage.png
1989,119,See You in the Morning,Drama,BridgesJeff,KrigeAlice,PakulaAlan J.,53,No,NicholasCage.png
1987,88,ArrogantThe,Drama,GrahamGary,KristelSylvia,BlotPhilippe,62,No,NicholasCage.png
1989,86,Dracula's Widow,Horror,SommerJosef,KristelSylvia,CoppolaChristopher,55,No,NicholasCage.png
1987,90,Ninja Masters of Death,Action,PetersonChris,KruizeKelly,LambertBruce,15,No,NicholasCage.png
1990,110,Mystery Train,Comedy,NagaseMasatoshi,KudohYouki,JarmuschJim,23,No,NicholasCage.png
1978,114,Go Tell the Spartans,War,LancasterBurt,KumagaiDenice,PostTed,67,No,burtLancaster.png
1986,89,True Stories,Comedy,GoodmanJohn,KurtzSwoosie,ByrneDavid,79,No,NicholasCage.png
1953,94,Ugetsu Monogatari,Drama,MoriMasayuki,KyôMachiki,MizoguchiKenji,82,No,NicholasCage.png
1969,80,Rebel Rousers,Action,NicholsonJack,LaddDiane,CohenMartin B.,44,No,JackNicholson.png
1988,98,Plain Clothes,Comedy,HowardArliss,LaddDiane,CoolidgeMartha,4,No,NicholasCage.png
1981,119,Whose Life Is ItAnyway?,Drama,DreyfussRichard,LahtiChristine,BadhamJohn,62,No,NicholasCage.png
1988,116,Running on Empty,Drama,HirschJudd,LahtiChristine,LumetSidney,2,No,NicholasCage.png
1990,101,Funny about Love,Comedy,WilderGene,LahtiChristine,NimoyLeonard,60,No,NicholasCage.png
1985,118,A Chorus LineThe Movie,Music,DouglasMichael,LandersAudrey,AttenboroughRichard,71,No,NicholasCage.png
1986,84,Stewardess School,Comedy,MostDonald,LandersJudy,BlancatoKen,28,No,NicholasCage.png
1987,109,Big TownThe,Drama,DillonMatt,LaneDiane,BoltBen,11,No,NicholasCage.png
1983,94,Rumble Fish,Drama,DillonMatt,LaneDiane,CoppolaFrancis Ford,4,No,NicholasCage.png
1983,91,OutsidersThe,Drama,HowellC. Thomas,LaneDiane,CoppolaFrancis Ford,56,No,NicholasCage.png
1990,94,Priceless Beauty,Science Fiction,LambertChristopher,LaneDiane,FinchCharles,7,No,NicholasCage.png
1989,93,Streets of Fire,Action,ParéMichael,LaneDiane,HillWalter,65,No,NicholasCage.png
1990,115,Men Don't Leave,Drama,HowardArliss,LangeJessica,BrickmanPaul,66,No,NicholasCage.png
1988,127,Everybody's All American,Romance,QuaidDennis,LangeJessica,HackfordTaylor,62,No,NicholasCage.png
1992,128,Cape Fear,Mystery,De NiroRobert,LangeJessica,ScorseseMartin,7,No,NicholasCage.png
1992,121,Postman Always Rings TwiceThe,Mystery,NicholsonJack,LangeJessica,,24,No,NicholasCage.png
1949,58,Crashing Thru,Western,WilsonWhip,LarsonChristine,TaylorRay,19,No,NicholasCage.png
1978,109,Get Out Your Handkerchiefs,Comedy,DepardieuGérard,LaureCarole,BlierBertrand,78,Yes,NicholasCage.png
1971,137,Boy FriendTHe,Music,GableChristopher,LawsonTwiggy,RussellKen,8,No,NicholasCage.png
1990,100,Hard To Kill,Action,SeagalSteven,LeBrockKelly,MalmuthBruce,49,No,NicholasCage.png
1960,109,Psycho,Horror,PerkinsAnthony,LeighJanet,HitchcockAlfred,56,No,alfredHitchcock.png
1957,112,Jet Pilot,Action,WayneJohn,LeighJanet,SternbergJosef von,43,No,johnWayne.png
1987,95,Under Cover,Mystery,NeidorfDavid,LeighJennifer Jason,StockwellJohn,36,No,NicholasCage.png
1951,122,A Streetcar Named Desire,Drama,BrandoMarlon,LeighVivien,KazanElia,75,Yes,brando.png
1986,93,Golden ChildThe,Comedy,MurphyEddie,LewisCharlotte,RitchieMichael,86,No,NicholasCage.png
1971,84,StatueThe,Drama,NivenDavid,LisiVirna,AmateauRod,80,No,NicholasCage.png
1985,128,Christopher Columbus,Drama,ByrneGabriel,LisiVirna,LattuadaAlberto,69,No,NicholasCage.png
1989,116,In Country,Drama,WillisBruce,LloydEmily,JewisonNorman,76,No,NicholasCage.png
1978,132,Wild GeeseThe,Action,BurtonRichard,LloydRosalind,McLaglenAndrew V.,21,No,NicholasCage.png
1974,90,Second Coming of Suzanne.The,Drama,DreyfussRichard,LockeSondra,BarryMichael,21,No,NicholasCage.png
1980,116,Bronco Billy,Westerns,EastwoodClint,LockeSondra,EastwoodClint,57,No,clintEastwood.png
1977,109,GauntletThe,Action,EastwoodClint,LockeSondra,EastwoodClint,18,No,clintEastwood.png
1986,105,Ratboy,Drama,TownsendRobert,LockeSondra,LockeSondra,1,No,NicholasCage.png
1938,96,Lady Vanishes,Mystery,RedgraveMichael,LockwoodMargaret,HitchcockAlfred,27,No,alfredHitchcock.png
1987,95,Kitchen TotoTHe,Drama,PeckBob,LoganPhyllis,HookHarry,41,No,NicholasCage.png
1959,88,Carlton-Browne of the F.O.,Comedy,Terry-Thomas,LohrMarie,BoultingRoy,63,No,NicholasCage.png
1929,68,Racketeer,Drama,ArmstrongRobert,LombardCarole,HigginHoward,2,No,NicholasCage.png
1941,95,Mr. & Mrs. Smith,Comedy,MontgomeryRobert,LombardCarole,HitchcockAlfred,3,No,alfredHitchcock.png
1986,132,Alrededor de Medianoche,Drama,Francois Cluzet,Lonette McKee,RayfieldDavid,47,No,NicholasCage.png
1982,101,Losin' It,Comedy,CruiseTom,LongShelley,HansonCurtis,4,No,NicholasCage.png
1987,114,Into the Homeland,Action,BoothePowers,LongstrethEmily,GlatterLesli Linka,34,No,NicholasCage.png
1991,60,Boxing Babes,Action,NicholRobin,LordsTraci,DellStewart,9,No,NicholasCage.png
1991,94,Shock 'em Dead,Horror,DonahueTroy,LordsTraci,FreedMark,31,No,NicholasCage.png
1960,101,Heller in Pink Tights,Drama,QuinnAnthony,LorenSophia,CukorGeorge,52,No,sophiaLoren.png
1961,100,Two Women,Drama,BelmondoJean-Paul,LorenSophia,De SicaVittorio,83,Yes,sophiaLoren.png
1954,107,Gold of NaplesThe,Drama,De SicaVittorio,LorenSophia,De SicaVittorio,40,No,sophiaLoren.png
1963,118,YesterdayToday & Tomorrow,Comedy,MastroianniMarcello,LorenSophia,De SicaVittorio,73,Yes,sophiaLoren.png
1957,109,Legend of the Lost,Action,WayneJohn,LorenSophia,HathawayHenry,84,No,sophiaLoren.png
1978,111,Brass Target,Action,CassavetesJohn,LorenSophia,HoughJohn,53,No,sophiaLoren.png
1964,188,Fall of the Roman EmpireThe,Drama,BoydStphen,LorenSophia,MannAnthony,62,No,sophiaLoren.png
1961,172,El Cid,Drama,HestonCharlton,LorenSophia,MannAnthony,10,No,sophiaLoren.png
1958,114,Desire under the Elms,Drama,PerkinsAnthony,LorenSophia,MannDelbert,13,No,sophiaLoren.png
1953,92,Two Nights with Cleo,Drama,SordiAlberto,LorenSophia,MattoliMario,54,No,sophiaLoren.png
1959,,Black OrchidThe,Drama,QuinnAnthony,LorenSophia,RittMartin,54,No,sophiaLoren.png
1977,91,Angela,Drama,RailsbackSteve,LorenSophia,SagalBoris,80,No,sophiaLoren.png
1977,105,A Special Day,Drama,MastroianniMarcello,LorenSophia,ScolaEttore,80,Yes,sophiaLoren.png
1979,112,Blood Feud,Action,MastroianniMarcello,LorenSophia,WertmullerLina,52,No,sophiaLoren.png
1991,145,Sophia LorenHer Own Story,Drama,GavinJohn,LorenSophia,,49,No,sophiaLoren.png
1990,,Running Away,Drama,LoggiaRobert,LorenSophia,,2,No,sophiaLoren.png
1991,130,Man of La Mancha,Music,O'ToolePeter,LorenSophia,,55,No,sophiaLoren.png
1992,116,Operation Crossbow,Action,PeppardGeorge,LorenSophia,,1,No,sophiaLoren.png
1986,141,Courage,Drama,WilliamsBilly Dee,LorenSophia,,56,No,sophiaLoren.png
1986,94,RAD,Action,AllenBill,LoughlinLori,NeedhamHal,75,No,NicholasCage.png
1992,98,Secret Admirer,Comedy,HowellC. Thomas,LoughlinLori,,55,No,NicholasCage.png
1979,85,Cocaine Cowboys,Action,PalanceJack,LoveSuzanna,LommelUlli,17,No,NicholasCage.png
1991,118,Test Pilot,Drama,GableClark,LoyMyrna,,13,No,NicholasCage.png
1943,64,Ape ManThe,Horror,FordWallace,LugosiBela,BeaudineWilliam,83,No,NicholasCage.png
1986,125,MissionThe,Drama,De NiroRobert,LunghiCherie,JoffeRoland,20,No,NicholasCage.png
1991,102,Curly Sue,Comedy,BelushiJim,LynchKelly,HughesJohn,2,No,NicholasCage.png
1962,150,Lolita,Drama,MasonJames,LyonSue,KubrickStanley,80,No,NicholasCage.png
1989,101,SexLiesand Videotape,Drama,SpaderJames,MacDowellAndie,SoderberghSteven,70,Yes,NicholasCage.png
1990,107,Green Card,Comedy,DepardieuGérard,MacDowellAndie,WeirPeter,25,No,NicholasCage.png
1988,95,Gator Bait II,Action,MuzzcatPaul,MacKenzieJan,SebastianBeverly,73,No,NicholasCage.png
1979,129,Being There,Comedy,SellersPeter,MacLaineShirley,AshbyHal,31,Yes,NicholasCage.png
1983,132,Terms of Endearment,Drama,NicholsonJack,MacLaineShirley,BrooksJames L.,32,Yes,JackNicholson.png
1967,99,Woman Times Seven,Comedy,SellersPeter,MacLaineShirley,De SicaVittorio,36,No,NicholasCage.png
1968,,Bliss of Mrs. BlossomThe,Comedy,BoothJames,MacLaineShirley,McGrathJoseph,86,No,NicholasCage.png
1990,101,Postcards from the Edge,Comedy,QuaidDennis,MacLaineShirley,NicholsMike,63,No,NicholasCage.png
1970,105,Two Mules for Sister Sara,Western,EastwoodClint,MacLaineShirley,SiegelDon,36,No,clintEastwood.png
1992,84,Dragonfight,Drama,Z'DarRobert,MacLarenFawna,,71,No,NicholasCage.png
1939,85,Back Door to Heaven,Drama,FordWallace,MacMahonAline,HowardWilliam K.,83,No,NicholasCage.png
1988,100,Ciao ItaliaMadonna Live from Italy,Music,,Madonna,De WinterHarry,74,No,NicholasCage.png
1991,118,MadonnaTruth or Dare,Music,,Madonna,KeshishianAlek,54,No,NicholasCage.png
1992,60,A Certain Sacrifice,Music,PattnoshJeremy,Madonna,LewickiSteven Jon,24,No,NicholasCage.png
1991,40,National EnquirerThe Untold Story,Music,WhiteVanna,Madonna,,65,No,NicholasCage.png
1990,60,Immaculate CollectionThe,Music,,Madonna,,32,No,NicholasCage.png
